"","Rings","SexInfant","LD_PC1","W_PC1","W_PC2"
"128",0,1,-0.189960137917391,-0.660031855456752,-0.00784481552347893
"129",1,0,0.215654391198558,0.972409710974117,0.129551106295821
"130",1,0,0.227385582312829,1.28482150245816,0.211505811507963
"131",1,0,0.103619143221644,0.484816022509504,0.0850280661790698
"132",0,0,-0.102512608797139,-0.490405855117763,-0.000432505877145059
"133",0,0,-0.252620788617957,-0.730841557775557,-0.00871201156508523
"134",0,1,-0.232704840520268,-0.70826902176198,-0.00198935185699612
"135",0,1,-0.340519394907433,-0.841092872778029,-0.0112041041796453
"136",0,0,-0.128417640015812,-0.48773205564279,0.0133128527514417
"137",0,0,-0.288493334009547,-0.772127158944739,-0.0098638833032613
"138",0,0,-0.240673599043147,-0.720514385906098,-0.0136828538618316
"139",0,0,-0.147673696312869,-0.544339837402813,0.00259437196505148
"140",0,0,-0.198379973609493,-0.661728048150139,0.012489668433718
"141",1,0,0.0571191918565049,-0.00322051826034252,0.0194336378167328
"142",1,0,0.0467268645916417,-0.102256226815169,0.0506492343655004
"143",1,0,0.175345153756679,0.583383119736247,0.0946405515444257
"144",1,0,0.0595618408466359,-0.0329907820930191,0.0118561720883686
"145",1,0,-0.0595590915628539,-0.3587220609706,0.0203413176641357
"146",1,0,-0.0462730381386355,-0.317553993411588,-0.000998695969306717
"147",1,0,-0.0885666635722892,-0.359331076061725,-0.00131180946678886
"148",0,1,-0.322818200920323,-0.803954386940791,-0.00637653232927821
"149",0,1,-0.453886322904623,-0.916305214800158,-0.00948836103034172
"150",0,1,-0.448818474370232,-0.916956871681035,-0.0131631238907298
"151",1,0,0.0923390292765965,0.262380792354013,0.0294013414140713
"152",0,0,0.12796931213037,0.331788569958383,0.025286924045494
"153",1,0,0.160955315191737,0.60274071658167,0.110904132667965
"154",1,0,0.113142764054469,0.239957487619805,0.102762221388505
"155",1,0,0.0558065920843751,0.160390375833398,0.0482941537594993
"156",1,0,-0.010844386087137,-0.124883919495629,-0.00690958201109149
"157",1,0,0.0816781753966379,0.191728063362199,0.0663214361287116
"158",1,0,0.155383861333566,0.777701677804304,0.217242682407729
"159",1,0,0.0779229266343772,0.09091992897691,0.0310204050024665
"160",1,0,0.0761592496930231,0.280572462670863,0.219924966269587
"161",1,0,0.101836386032144,0.258095578383203,0.0541451792477113
"162",1,0,0.113142764054469,0.432357777979158,-0.0382228836939572
"163",1,0,0.120216552068031,0.480169698596201,-0.00411804560066834
"164",1,0,0.261017109516563,1.47754325102861,0.47386269679874
"165",1,0,0.199688138836272,1.03857630588267,0.357606517828574
"166",1,0,0.262807050535195,1.94611125228964,0.0486263409760398
"167",1,0,0.262598235903788,1.48053068381201,0.288466027305448
"168",1,0,0.232256512634826,1.12526559662035,0.22451769918485
"169",1,0,0.248174949432437,1.32789232166985,0.16489849734637
"170",1,0,0.191505853092106,0.880146826599095,0.255161490653077
"171",1,0,0.233341217527403,1.26971679518561,0.142936590361746
"172",0,0,-0.00245081447231273,-0.065513165234542,0.0399309288928138
"173",0,0,0.0208146495438361,0.275084567367545,-0.0282330118447768
"174",0,0,-0.0103933089179127,-0.0653608663732874,0.00970979124215248
"175",0,1,-0.393433242485503,-0.89607811441356,-0.0110334872542944
"176",0,1,-0.226283760478205,-0.746819326285161,0.0129159148279432
"177",0,1,-0.297793772552701,-0.804549862161287,-0.0172176190085883
"178",0,1,-0.270557061313752,-0.785692351515295,0.000771946184086691
"179",0,1,-0.399854322527566,-0.895445232482508,-0.0163629488664806
"180",1,0,0.0859179492345333,0.165567698022412,0.0731616602259329
"181",1,0,0.0881183356868468,0.128273735757861,0.0229559620144174
"182",1,0,0.1583038515702,0.623961343312331,0.176703586058246
"183",1,0,0.0575630851965968,0.227068964532446,0.0188279436815779
"184",1,0,0.121536335669293,0.21919976454903,0.0266344201926317
"185",1,0,0.167585209865207,0.831806073150292,0.0634614284754589
"186",1,0,0.134155313463748,0.459913193061177,-0.00355799071297232
"187",1,0,0.126644815939226,0.247359593125572,0.0446943771172074
"188",1,0,0.146781475087335,0.614141905386328,0.044626858065661
"189",1,0,0.128852386220672,0.433831665724043,-0.0157584539728186
"190",0,0,0.0847879000165323,0.121263750719855,0.0467312707963785
"191",1,0,0.121980229009385,0.363229975600666,0.0129544647820598
"192",1,0,0.119112766927308,0.231331308817004,0.0626004896749572
"193",1,0,0.0704052452807233,0.0818215045993653,0.155027393511243
"194",0,1,-0.221842355838035,-0.677986179008942,0.0455449062088594
"195",1,0,-0.0155017891878461,0.0181502435676861,-0.105834687758518
"196",1,0,-0.0166127581577015,-0.0587615425577976,0.00363088190328037
"197",1,0,-0.0108515699162694,-0.203739592036761,0.007321363854741
"198",1,0,0.154306340270121,0.515275937318682,0.155348267930735
"199",1,0,0.0575630851965968,0.113326095259969,-0.0275055447854372
"200",1,0,0.0880992554387012,0.099418600914656,0.0415095971452472
"201",0,0,-0.0991940695458374,-0.47528644770711,0.0135950464069049
"202",1,0,-0.0175077286670176,-0.0288707373738423,0.109272514743105
"203",1,0,-0.0219228692299094,-0.230600464780012,0.0565656175582313
"204",1,0,0.0278884375573981,-0.0317823697362519,0.0659717447318502
"205",0,0,-0.129077531816443,-0.522643207572126,-0.00846625535841723
"206",0,0,-0.105406334956494,-0.401830101892853,0.0245587234697369
"207",0,1,-0.166948832858072,-0.594377958929075,0.0300702214858079
"208",0,1,-0.115791478392225,-0.519139733291796,0.0101970680755303
"209",1,0,0.011715841802957,-0.0150172922083464,0.108433800784228
"210",0,1,-0.205244946991648,-0.644795753764965,-0.0132628385558814
"211",1,0,-0.0511655199480297,-0.239325009060294,0.0781124015589635
"212",0,0,-0.251301005016695,-0.7430938946649,-0.00425051370672929
"213",1,0,-0.141252616270806,-0.516073534968274,0.00241798499035453
"214",0,0,-0.0199241135798704,-0.248521384544296,0.0330562190269752
"215",1,0,-0.0330013523726819,-0.201547460564067,0.0537967096297682
"216",1,0,0.0177002123340608,-0.06724999579615,0.0936087475851993
"217",0,0,-0.0938839584736294,-0.431070337983249,0.0147635829446536
"218",0,1,-0.160978829985233,-0.581581457164944,0.0120347135213701
"219",1,0,-0.07152536138581,-0.390377779369811,0.0459896387743052
"220",0,0,-0.148143853730239,-0.583670912156026,0.00535306481213905
"221",0,0,-0.114262880159555,-0.432230614281941,0.0135870062654851
"222",1,0,-0.0755228726858881,-0.36294418140326,0.0424554455127999
"223",0,0,-0.0438566532257827,-0.293430892711605,0.0334913306684444
"224",1,0,-0.0901287097113687,-0.399213548501295,0.0262617618675537
"225",1,1,-0.0995998023896378,-0.579390917849205,0.00497726243967104
"226",0,0,-0.0427456842559274,-0.437064579378541,0.0271924752517872
"227",0,0,-0.177367424200214,-0.602292738687569,0.00115963209898772
"228",0,1,-0.217420031446011,-0.71752533841802,0.00419271667546475
"229",1,0,0.0830242230751782,0.286215376771925,0.0803769142905588
"230",1,0,0.0132707041129041,-0.0685645389154275,0.0459672547690633
"231",1,0,0.0451791861108269,0.00196097044290147,0.0407621750983004
"232",1,0,0.0584317916286348,0.067470900384509,0.1035122777548
"233",1,0,0.152744294131042,0.656269903959735,0.121645614919381
"234",0,1,-0.321479337070915,-0.818867783861978,-0.0101887958555704
"235",1,1,-0.100305038515693,-0.457613363464573,-0.00209385716162539
"236",0,1,-0.299120739983096,-0.809710974758158,-0.00560498744437025
"237",0,1,-0.585607152860422,-0.949415200227316,-0.0140586484288275
"238",0,1,-0.511882386675348,-0.937414265581247,-0.0133020432765703
"239",0,1,-0.533137198622444,-0.942969044910014,-0.0132436863234317
"240",0,1,-0.475793842823218,-0.92876430292463,-0.0136140267119082
"241",1,0,0.0458128138341799,0.110567430317446,0.0496908664929856
"242",0,1,-0.335653177175317,-0.838819211909937,-0.0017512326666785
"243",0,1,-0.382369127000995,-0.879034381901441,-0.0111565578329191
"244",0,1,-0.29225576660094,-0.809624027007317,-0.00131944509107964
"245",0,1,-0.253064681958049,-0.76189727746777,0.00270189288229723
"246",1,1,-0.234912410801714,-0.752443570970237,-0.00176237830009122
"247",1,1,-0.267898413863082,-0.771394361687458,-0.00518951716745334
"248",0,1,-0.218079923246642,-0.726732601680543,0.00544355840342446
"249",0,1,-0.280289496777984,-0.772176116203763,-0.0116200687690033
"250",0,1,-0.226950836107969,-0.707441984260451,0.00269825667644038
"251",0,1,-0.251752082185919,-0.756456542187526,0.00167768439401812
"252",1,0,0.0969629844708953,0.327500673526185,0.0794134920929761
"253",1,0,0.0858988689863876,0.282197141413172,-0.0413281261615723
"254",1,0,0.0805743902559149,0.297066038078994,0.0420152865653988
"255",1,0,0.116689198185323,0.449950877264176,0.0371565588774187
"256",1,0,0.0608744406187657,0.203572652705333,0.0932396095203729
"257",1,0,0.0630820109002117,0.25736362917357,0.129240777312688
"258",1,0,0.0524808690039415,0.0746047513155268,0.0904318812363549
"259",1,0,0.150335093047321,0.657053982531146,-0.0101636415065632
"260",1,0,0.0956503846987654,0.310231111668045,-0.00882709719166798
"261",1,0,0.0569222736441114,0.106921983881159,0.00314699798661354
"262",1,0,0.0511563728127983,0.0400914967814687,0.0185746092189879
"263",1,0,0.0174770300443891,0.0537394403626841,0.0471662992618351
"264",0,1,-0.35977545120449,-0.841255937991294,-0.016210032272534
"265",0,0,-0.333445606893871,-0.81428728208805,-0.00475869368627468
"266",1,0,-0.0677438485462712,-0.212712507424232,-0.0356676411199804
"267",1,0,0.025256054184006,0.0582092854318653,0.00699818177306127
"268",0,0,-0.220085862725814,-0.616416612143604,-0.0023519591477651
"269",0,0,-0.0495987612190691,-0.236808009710012,0.083278018879774
"270",1,0,-0.0887826620328284,-0.379066563264292,0.0199674056309809
"271",1,0,0.176441755068269,0.957511541890994,0.280992145763575
"272",1,0,0.119993369778359,0.380060210496545,0.102478398838486
"273",1,0,0.134364128095155,0.398285623414798,0.135391898308398
"274",1,0,0.158714297003881,0.762560263260851,0.0962096777594902
"275",1,0,0.149466386615283,0.437846723763758,0.138389785520453
"276",1,0,0.197036675214735,1.14168963411281,0.0922831978297195
"277",1,0,0.187971315380266,0.575624180765825,0.140499004408385
"278",1,0,0.143873381269715,0.910645318529331,0.285266083550535
"279",1,0,0.17047175219543,0.714090198404503,0.0841284406115055
"280",1,0,0.00266956221663398,-0.139219732838316,0.0579943776456682
"281",1,0,0.0225520624079121,0.0034253480203602,0.0739036654824611
"282",0,1,-0.207459701102226,-0.677716658955324,0.00322698568556137
"283",0,0,-0.0892265553729202,-0.436843783480209,0.0197577315842273
"284",1,0,-0.0374164929355737,-0.23801328114914,0.0571138416231313
"285",1,0,-0.0164230237744403,0.110191237546034,0.0908444481237593
"286",1,0,0.0192407069857432,0.0324116230618866,0.0865553029571526
"287",1,0,0.0245770821352292,-0.153082046090892,0.0115236276334656
"288",1,0,-0.0234777315398566,-0.223419074696725,0.0370622456278463
"289",0,0,-0.0994100680063766,-0.424575062057597,0.0831085723064216
"290",1,0,0.0294432998673453,-0.0332368377073969,0.0311392663318299
"291",1,0,0.0376208730216302,0.18354143295184,0.0635118582139475
"292",1,0,0.106491317893602,0.490458478063612,0.0399946203055331
"293",1,0,0.111803900205061,0.30191532331652,0.0430677118880915
"294",1,0,0.0677394140009208,0.184686235227864,0.113177884851007
"295",1,0,0.12331190902966,0.242375275378176,0.103283559604382
"296",0,1,-0.304222036423897,-0.805654041448072,-0.00526695711430165
"297",0,1,-0.327684418652439,-0.824670423157984,-0.00834730777897115
"298",0,1,-0.318611874988838,-0.831463461687784,-0.007457507114961
"299",1,0,-0.0336540603441806,-0.328513735541894,0.00281292467966065
"300",0,0,-0.203037376710202,-0.684357982730511,0.00278029043523199
"301",0,0,-0.163395214898086,-0.551583809233537,-0.00412271985140662
"302",1,0,0.0365170878809073,0.061724503284104,0.0981855705793435
"303",0,0,-0.204141161850925,-0.662544635389507,-0.00710136308342355
"304",0,0,-0.217871108615235,-0.702472742239422,-0.00092274304275243
"305",1,0,-0.072629146526533,-0.413415760803362,0.0199437206760639
"306",0,1,-0.424662752434648,-0.910528106810106,-0.0109507845646907
"307",0,1,-0.473135195372548,-0.928426933589147,-0.0131325537307911
"308",1,0,0.179518031781753,0.769400880009526,0.220743568706524
"309",1,0,0.0174913977026539,-0.11553236459377,0.044601473468559
"310",1,0,0.0524689725849281,0.098093298674817,0.0108776662630636
"311",1,0,0.138577637855772,0.46049342517238,0.0855824899871395
"312",1,0,0.046942863052181,0.166461072136937,-0.0239794158253966
"313",1,0,0.0947291501121713,0.52756094843474,0.0759658671908941
"314",1,0,0.123952720582146,0.416932320605846,0.172810053553629
"315",1,0,0.135266282433603,0.512645502931773,0.160961626964301
"316",0,1,-0.0951965582457593,-0.431779272322936,0.0010473633570998
"317",1,0,0.173365478354785,0.491627346445319,-0.00272432345430854
"318",1,0,-0.100506669317967,-0.527648035431972,0.0109324796213943
"319",1,0,0.0746115712122083,0.000406538593637046,0.0840937977841388
"320",0,1,-0.250857111676603,-0.757618435602954,0.0011252463273743
"321",0,1,-0.335418098466632,-0.840245671047508,-0.0120218446304269
"322",0,1,-0.436602758180327,-0.907734727464535,-0.0114739169272448
"323",1,0,-0.174238619332174,-0.625148139801748,0.0147732347353798
"324",0,1,-0.336313068975948,-0.828986671438666,-0.0042388596260549
"325",0,0,-0.23868202722224,-0.694134161347815,-0.00160188769992808
"326",0,1,-0.220738570697312,-0.66688693121719,0.00356295157820506
"327",0,1,-0.257278191718666,-0.747671586792935,-0.000167074948348399
"328",1,0,-0.0177093594692921,-0.207087358651022,0.0162615639294859
"329",0,0,-0.201254619520702,-0.676109931946077,0.0192085446055347
"330",0,1,-0.213873597315157,-0.692483063882381,0.0116499755488726
"331",1,0,-0.0321254621115115,-0.272934612052274,0.0484513845727687
"332",0,0,-0.149228558622816,-0.589572474338919,-0.00425590506906462
"333",0,1,-0.298460848182464,-0.812008177904734,-0.00815474102720782
"334",0,1,-0.384125620113217,-0.87006385179874,-0.0158009610374618
"335",1,0,0.29381337819467,1.2442006204008,0.304369835611369
"336",1,0,0.118642609509938,0.581177175760725,-0.00155472552658466
"337",1,0,0.109797960725889,0.278274212822731,0.0648782008389416
"338",1,0,0.0856566064485703,0.501299468173191,0.105677605865007
"339",1,0,0.123743905950739,0.575409182019892,-0.0456736550592838
"340",1,0,0.0690520137730506,0.193923885726499,0.0234605382724881
"341",1,0,0.0686415683393692,0.401397653910996,-0.075455453837282
"342",1,0,0.149876832048965,0.568581873093389,0.146393718627023
"343",1,0,0.117538824369215,0.515267022526216,-0.0412527573358264
"344",1,0,-0.0259466446072656,-0.298837735514884,0.0104423411531346
"345",0,0,-0.0343020557257984,-0.100434303567145,0.0311497052598245
"346",1,0,-0.0367566011349426,-0.144169727616577,0.00555509936086431
"347",0,0,0.012610812312273,-0.0895148509932897,0.0749458000596885
"348",0,1,-0.243541061125224,-0.723337087156839,-0.00724141755276142
"349",0,1,-0.181554669883553,-0.644622515244544,0.0175590490566667
"350",1,0,0.111595085573654,0.422482669175281,-0.0652953516720581
"351",0,0,0.128629203931001,0.372469210428568,-0.0750840238815924
"352",1,0,0.0785828184350083,0.0279524988011148,0.0458393476445731
"353",1,0,0.0668778913980151,0.148206665252309,-0.0418735149852711
"354",0,0,0.0779229266343772,0.116865886559639,-0.0302153408326495
"355",1,0,0.156540174628845,0.490011283236896,0.0245320007574237
"356",1,0,0.253511324581923,1.42018023717967,0.142163660667755
"357",1,0,0.196156072363683,0.85556124457441,-0.0299115275769964
"358",1,0,0.174685261956047,1.06241566166957,0.00086696612299475
"359",1,0,0.292683328976668,1.83815275873112,0.135135440198209
"360",1,0,0.214987315568794,1.06676153778938,0.0142696060945352
"361",1,0,0.120660445408123,0.439534756541004,0.0449891486978674
"362",1,0,0.0872377328357955,0.195003146021487,0.0669163271274735
"363",1,0,0.175136339125272,0.684888435963442,0.0366162671878209
"364",1,0,0.104070220390868,0.223250388798602,0.0324991681007056
"365",1,0,0.137049039623103,0.413656440126874,0.0242821900248039
"366",1,0,0.150570171756006,0.226107078856564,0.0566009708385284
"367",1,0,0.0786090825122863,0.0849152511630029,-0.0371511031325842
"368",1,0,0.0668850752271475,0.282705275111952,-0.0326799340212891
"369",1,0,0.139472608365088,0.336241699124992,0.0238225405718177
"370",1,0,0.235783866517534,0.976176263689723,0.0478094884880276
"371",1,0,0.185338932006874,0.832587540472573,0.00145342989186359
"372",1,0,0.211896671197046,1.02925208555502,0.0647449056859137
"373",1,0,0.237357809075627,1.05856586635292,0.216450440678345
"374",1,0,0.2426822878061,0.544891558226849,0.0800515026333695
"375",1,0,0.192851900770647,0.54705519996705,0.10804399422448
"376",1,0,0.210773805808177,1.03660073623212,0.132010253949391
"377",1,0,0.141680178646534,0.395561399540454,-0.0124275256735158
"378",1,0,0.0763752481535623,0.292755721962903,-0.0567334583335349
"379",1,0,0.0739444955824448,0.187507808965692,0.0853244691120947
"380",1,0,0.128629203931001,0.294280028508752,0.0977408515277225
"381",1,0,0.108250282245075,0.33087720761446,0.132274450673085
"382",1,0,0.0168243220728904,-0.0404938883992071,0.0231381354371406
"383",1,0,-0.0354177372855347,-0.180250180073398,-0.017406658639145
"384",1,0,-0.0655290944356929,-0.310647351720122,0.0281951936529265
"385",1,0,0.0252441577649927,0.0231406357131878,-0.00966401136071042
"386",0,0,-0.0832302884228031,-0.383999571471691,-0.0117390849842599
"387",1,0,0.0227943249457294,-0.0932154818442111,-0.024735350209444
"388",1,0,-0.0666400634055482,-0.394638185082689,-0.000465225641359434
"389",1,0,-0.0214527118125395,-0.249908132117991,0.042962547358504
"390",0,1,-0.069291527027086,-0.400285603211321,-0.0170167180575037
"391",1,1,-0.142356401411529,-0.576511430414064,-0.0125080459936596
"392",1,0,-0.0606628767035769,-0.26402654959402,-0.0143467993940267
"393",1,0,-0.06442530929497,-0.296980242168631,0.00018940422007481
"394",0,1,-0.199699757210755,-0.663427818393453,-0.00463988180018966
"395",0,1,-0.227159650739376,-0.722341693051509,0.00532710899489465
"396",1,1,-0.170476186740781,-0.604759074518883,0.0193496800852361
"397",1,0,-0.0261291951613944,-0.116332007352252,0.014374689633445
"398",0,0,-0.0569076279413161,-0.277889624697945,0.0180235717818567
"399",1,0,0.0303382703766613,-0.175907037088994,0.0657204263291567
"400",1,0,0.0772702186628784,0.18871333719274,0.0122796146600248
"401",0,0,-0.0604468782430376,-0.268813823088689,-0.0123743627418636
"402",0,0,0.021284806961206,-0.122244112561302,0.0286423175313297
"403",0,0,-0.125099100764511,-0.450262624149235,0.0192461033817628
"404",1,0,-0.00243173422416706,-0.151411376293247,-0.0107501508779903
"405",0,1,-0.106718934728624,-0.52835125460938,-0.0107511239094103
"406",1,0,0.0228134051938751,0.0186756348071648,-0.0037611283061511
"407",0,0,-0.0940927731050363,-0.397344688139966,-0.00259252277965685
"408",1,0,0.0930251851545057,0.0953838337898145,0.0215484880953226
"409",1,0,0.0504892971830348,0.113608142712171,0.0131410059117924
"410",0,0,0.0445336619684605,-0.00286400569879753,0.0134747112173272
"411",1,0,0.112266873793298,0.312929465983528,0.035214353421467
"412",1,0,0.0830576709815886,0.135933931747145,0.00647712126190675
